DateOccurred|ConsumerId|SaleId|TotalAmount|OfferIds|InternalId|ExternalVenueId
2018-07-06 10:55:18Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0025:546151279|36.8|500005272|10a73a3d-b313-4562-9e10-cf71f7f276e4|780199
2018-07-06 10:42:28Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0025:546151278|33.6|500005521|e7d8885d-b183-4a49-914d-c094b4893046|780199
2018-07-06 08:55:41Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0005:874875180|15.4|500005275|69c9bdeb-51d6-43e8-ab82-80796da3311c|780199
2018-07-06 08:52:14Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0005:874875179|16.2|500005285|a538063c-8ef1-43bf-a273-99c32b6da3c9|780199
2018-07-06 08:50:07Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0005:874875178|13.3|500005752|63d21d37-508d-4646-aaba-cf05c84f9585|780199
2018-07-06 08:45:36Z|89bf6b24-6039-4bcc-ae1b-35456d671402|POS0005:874875177|8.5||ba14b77a-7394-4d70-a819-1e4a24e215f0|780199
